spam,0.565351121752
ham,0.565351121752
call,0.0967161988983
txt,0.0669297596603
free,0.0600155157442
claim,0.0575845395031
to,0.0505383724043
mobile,0.0476883040238
prize,0.044429463628
i,0.0409475857144
won,0.0384728539308
your,0.0363108286991
or,0.0342833527274
stop,0.0327128085526
urgent,0.0308066119351
reply,0.0294737683015
text,0.0292411722912
now,0.0281428178738
guaranteed,0.0261700983676
win,0.0261447990831
16,0.0258056783253
service,0.0252783933787
cash,0.024821358169
from,0.0242196392623
nokia,0.0233291512864
500,0.0229963811459
18,0.0224689710671
contact,0.0223896111559
our,0.0219682541026
tone,0.0214155184288
1000,0.0214155184288
150,0.0203639300109
a,0.020309173628
customer,0.0202337765571
awarded,0.0198388520932
100,0.0184984986416
150ppm,0.0177435085359
4,0.0171999413253
per,0.0171484084735
2000,0.0169483083684
draw,0.0166540631963
2,0.0161346514864
ur,0.0157266727952
latest,0.0156958277735
my,0.0154246732493
for,0.0154194333569
landline,0.0152658836378
new,0.0151636674606
tcs,0.0151363141556
po,0.0146940891949
code,0.0143794325152
line,0.0143073918066
box,0.0141993664413
apply,0.0137498610705
collection,0.0135790899003
ringtone,0.0135790899003
shows,0.013227331864
camera,0.0132003796128
chat,0.0128450710541
5000,0.0125442387668
mob,0.0125442387668
weekly,0.0125442387668
receive,0.0122616889214
orange,0.0122438154586
video,0.0122438154586
mins,0.0120997117156
valid,0.012027885406
150p,0.012027885406
only,0.0118473632582
800,0.0115122919046
holiday,0.0112087632638
bonus,0.0109974977609
entry,0.0109974977609
sae,0.0109974977609
network,0.0107681866517
selected,0.0107681866517
250,0.0104835480573
vouchers,0.0104835480573
tones,0.0104835480573
attempt,0.0102541130494
me,0.0101938945657
86688,0.00997049455027
750,0.00997049455027
but,0.00990630339109
delivery,0.00981401731815
tc,0.00976050941178
offer,0.00950759186874
tscs,0.00945839704078
unsubscribe,0.00945839704078
land,0.00945839704078
await,0.00931274829525
award,0.00931274829525
rate,0.00926864563249
send,0.00914750453311
chance,0.0090280142267
12hrs,0.00894732511502
expires,0.00894732511502
collect,0.00894288110905
private,0.00881299174744
with,0.00871852997967
please,0.00865159594358
identifier,0.00843736038359
8007,0.00843736038359
unredeemed,0.00843736038359
dating,0.00843736038359
mobileupd8,0.00843736038359
pobox,0.00843736038359
winner,0.00843736038359
08000930705,0.00843736038359
1st,0.00843238874695
im,0.00833300781694
music,0.00832125159505
services,0.00831487248544
150pmsg,0.0079285994002
ltd,0.0079285994002
poly,0.0079285994002
camcorder,0.0079285994002
operator,0.0079285994002
08000839402,0.0079285994002
cost,0.00783796100151
club,0.00781853596075
statement,0.00781853596075
pounds,0.00780490233959
ill,0.00759494524585
ltgt,0.00757080338496
every,0.00752715790034
cs,0.0074211575235
10p,0.0074211575235
wkly,0.0074211575235
voucher,0.00732415306558
final,0.00732151847867
on,0.00726355669129
todays,0.00708381711342
week,0.00705993949999
colour,0.00698986487581
word,0.00692926638194
opt,0.00691517411347
txts,0.00691517411347
2003,0.00691517411347
quiz,0.00691517411347
87066,0.00691517411347
0800,0.00691517411347
have,0.00689641773737
games,0.00683192641541
congratulations,0.00683192641541
live,0.00669090258515
tried,0.00665004269522
2nd,0.0065701009395
points,0.00653060646068
this,0.00645797564206
300,0.00641081965678
national,0.00641081965678
eg,0.00641081965678
mobiles,0.00641081965678
complimentary,0.00641081965678
ipod,0.00641081965678
200,0.00641081965678
freemsg,0.00641081965678
rental,0.00641081965678
gift,0.00634278838309
uk,0.00634209870043
content,0.00634209870043
ok,0.00632900939108
sms,0.00630738466574
phone,0.00626190350782
1,0.00608153459101
come,0.00607167780879
price,0.00606229566307
350,0.00590830575005
top,0.00590561589228
mates,0.00588830273983
offers,0.00585496398182
caller,0.00585496398182
texts,0.00556554547793
player,0.00541732371627
phones,0.00541732371627
admirer,0.00540789943741
ldn,0.00540789943741
ntt,0.00540789943741
uks,0.00540789943741
charged,0.00540789943741
representative,0.00540789943741
xmas,0.00521391319347
hot,0.00521391319347
worth,0.00517727151275
account,0.00515591937731
it,0.00511534251826
been,0.00502622550088
yours,0.0049762811922
wk,0.0049762811922
motorola,0.00495046274764
sex,0.00495046274764
valued,0.00495046274764
lor,0.00493409077218
std,0.00490994440092
specially,0.00490994440092
credits,0.00490994440092
10pmin,0.00490994440092
11mths,0.00490994440092
optout,0.00490994440092
wwwgetzedcouk,0.00490994440092
bluetooth,0.00490994440092
auction,0.00489030653622
txting,0.00489030653622
comp,0.00489030653622
double,0.00488580353573
t,0.00488580353573
update,0.00488580353573
its,0.00484493346609
how,0.00476784588447
he,0.0047517043684
join,0.00474712068619
anytime,0.00473588580393
weeks,0.00462476059371
ü,0.00460617186858
later,0.00449725043515
direct,0.00448831920877
3030,0.00441489335386
wap,0.00441489335386
rreveal,0.00441489335386
digital,0.00441489335386
ufind,0.00441489335386
btnationalrate,0.00441489335386
specialcall,0.00441489335386
hgsuite3422lands,0.00441489335386
inc,0.00441489335386
awaiting,0.00441489335386
reward,0.00441489335386
polys,0.00441489335386
25p,0.00441489335386
dogging,0.00441489335386
freephone,0.00441489335386
entitled,0.00441489335386
2004,0.00441489335386
rates,0.00441380449536
del,0.00441380449536
order,0.00438851895789
12,0.00430039575688
that,0.00427886257215
who,0.00423283893281
home,0.00421521995909
message,0.00418471182809
yr,0.0041558692584
currently,0.0041558692584
got,0.00407891313057
play,0.00405161813769
discount,0.00403164674167
not,0.0039908386048
,0.00396111596749
da,0.00395580131677
sunshine,0.00394211616384
user,0.00394211616384
cd,0.00394211616384
sony,0.00394211616384
england,0.00394211616384
ending,0.00394211616384
no1,0.00394211616384
cashin,0.00392335959371
sk38xh,0.00392335959371
sol,0.00392335959371
5wb,0.00392335959371
savamob,0.00392335959371
rcvd,0.00392335959371
spree,0.00392335959371
1327,0.00392335959371
maximize,0.00392335959371
croydon,0.00392335959371
08712460324,0.00392335959371
62468,0.00392335959371
20p,0.00392335959371
10000,0.00392335959371
onto,0.00392335959371
custcare,0.00392335959371
85023,0.00392335959371
tenerife,0.00392335959371
36504,0.00392335959371
450,0.00392335959371
loyalty,0.00392335959371
cr9,0.00392335959371
horny,0.00392335959371
150pm,0.00392335959371
cashbalance,0.00392335959371
costa,0.00392335959371
in,0.0038977922264
thinks,0.00387162765115
welcome,0.00387162765115
number,0.00375985456453
get,0.00374636419561
enter,0.00371762999131
secret,0.00362338119561
pics,0.00359152399293
store,0.00358141140578
info,0.00358141140578
when,0.0035313776942
msg,0.00348640802693
uve,0.00347622231036
dvd,0.00347622231036
sexy,0.00346471934896
unlimited,0.00345060812214
numbers,0.00345060812214
tariffs,0.00343620316063
handset,0.00343620316063
flights,0.00343620316063
max10mins,0.00343620316063
httpwwwurawinnercom,0.00343620316063
pobox334,0.00343620316063
standard,0.00343620316063
w45wq,0.00343620316063
vodafone,0.00343620316063
